regime,subject,full_plv,scrambled_plv,delta_plv,full_pac,scrambled_pac,delta_pac,full_phase_slip_rate,scrambled_phase_slip_rate,delta_phase_slip_rate,full_boundary_phase_slip_rate,scrambled_boundary_phase_slip_rate,delta_boundary_phase_slip_rate,full_loop_instability,scrambled_loop_instability,delta_loop_instability,full_boundary_loop_instability,scrambled_boundary_loop_instability,delta_boundary_loop_instability
hypo_support,31,0.19468083932499583,0.17451729365931626,0.020163545665679572,0.0023863815154167027,0.0019324215253275156,0.00045395999008918716,0.39199255121042825,0.41503724394785846,-0.023044692737430206,0.4861111111111111,0.42638888888888893,0.05972222222222218,1.3474360202801676,1.4589885115909897,-0.11155249131082212,1.6887935231353406,1.4953408211958406,0.19345270193950004
over_stabilization,0,0.5917525198701992,0.43292535645749003,0.15882716341270914,0.0058327248521372575,0.003591176662296076,0.0022415481898411817,0.08542830540037244,0.08903631284916202,-0.0036080074487895852,0.10509259259259258,0.08240740740740742,0.02268518518518517,0.6880296120989728,0.7423992682380713,-0.0543696561390985,0.6621726231263003,0.7291968314831916,-0.06702420835689127
over_stabilization,1,0.5077280158675623,0.3647471845207713,0.14298083134679102,0.003602932087307554,0.003715313445751175,-0.00011238135844362108,0.11952979515828678,0.12406890130353819,-0.004539106145251409,0.14351851851851852,0.12129629629629629,0.022222222222222227,0.7638151219123814,0.8288262307642504,-0.065011108851869,0.8455695972007258,0.838596019943977,0.006973577256748742
over_stabilization,2,0.5064376843570662,0.35115483304927125,0.1552828513077949,0.004309183418715061,0.002384036822448811,0.0019251465962662503,0.09031657355679702,0.10323556797020485,-0.012918994413407825,0.10694444444444445,0.10694444444444444,1.3877787807814457e-17,0.7213929746712207,0.7839209736034635,-0.06252799893224281,0.7464626115861316,0.8036605127791021,-0.057197901192970524
over_stabilization,3,0.49900799974200866,0.3609852666934201,0.13802273304858853,0.004472636431175724,0.0027575944023258327,0.0017150420288498912,0.09986033519553073,0.11522346368715085,-0.015363128491620123,0.11898148148148148,0.1101851851851852,0.008796296296296274,0.7101676361124536,0.7567707299514809,-0.046603093839027276,0.724846302030746,0.7753772773120521,-0.05053097528130612
over_stabilization,4,0.509555539777189,0.3818054970492839,0.12775004272790513,0.004008601562972974,0.0022688824529618714,0.001739719110011103,0.07984171322160148,0.08531191806331472,-0.005470204841713233,0.0837962962962963,0.0861111111111111,-0.0023148148148147973,0.7031979955566348,0.7578069017917153,-0.05460890623508052,0.6901873827643712,0.8024357957731992,-0.11224841300882804
over_stabilization,5,0.5208506869973936,0.38220972669375114,0.13864096030364242,0.003267268396725999,0.0019663089636646385,0.0013009594330613606,0.08915270018621974,0.09927839851024207,-0.01012569832402234,0.08703703703703702,0.10416666666666667,-0.017129629629629647,0.7414769372236532,0.7662084232787054,-0.024731486055052265,0.8106986870203692,0.7410552267411697,0.06964346027919943
over_stabilization,6,0.506787917651239,0.3929422312342312,0.11384568641700776,0.004195683828863771,0.004277658485871808,-8.19746570080368e-05,0.10986964618249534,0.11522346368715082,-0.005353817504655481,0.12824074074074074,0.11805555555555554,0.0101851851851852,0.7581403838272696,0.7993715294140764,-0.04123114558680685,0.7995044025503047,0.8264452527890755,-0.026940850238770797
over_stabilization,7,0.682332776929497,0.5143265624868777,0.16800621444261932,0.00494827620395819,0.0042833241621822084,0.0006649520417759819,0.08042364990689015,0.08601024208566109,-0.005586592178770944,0.09074074074074075,0.0837962962962963,0.0069444444444444475,0.7212133067557385,0.7818026450260364,-0.06058933827029789,0.6936455105475883,0.7652727370891792,-0.07162722654159093
over_stabilization,8,0.5996943413079799,0.38249113249749156,0.21720320881048838,0.0038559947799198862,0.002492512176871835,0.0013634826030480512,0.08042364990689013,0.08857076350093109,-0.008147113594040953,0.08194444444444443,0.08101851851851852,0.0009259259259259134,0.7036736123807472,0.7525509251775134,-0.048877312796766215,0.6966841061681117,0.7911273166855377,-0.09444321051742599
over_stabilization,9,0.5463145460414482,0.3324751730618039,0.21383937297964434,0.0031666802930703434,0.0016890963002822949,0.0014775839927880486,0.10439944134078212,0.11336126629422717,-0.008961824953445052,0.10416666666666667,0.11805555555555557,-0.013888888888888895,0.7198439832790121,0.7769067787773644,-0.05706279549835225,0.7729075944971173,0.7840530481524584,-0.011145453655341031
over_stabilization,10,0.6115826665172163,0.463312727531304,0.1482699389859123,0.004281479853097387,0.0034168365799352386,0.0008646432731621487,0.08310055865921788,0.09124767225325885,-0.008147113594040967,0.11018518518518518,0.09629629629629628,0.013888888888888895,0.7119729957804397,0.7468077530589317,-0.034834757278491946,0.7791150442506551,0.7299476549977508,0.049167389252904314
over_stabilization,11,0.648250337895795,0.47958849833964307,0.16866183955615194,0.006439340179228165,0.0030887527217937872,0.003350587457434378,0.0811219739292365,0.09031657355679701,-0.009194599627560515,0.09398148148148149,0.09074074074074075,0.0032407407407407385,0.6786001562740325,0.7423480191658012,-0.0637478628917687,0.6678997161074105,0.7705640991245268,-0.10266438301711633
